uen,issuance_agency_id,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,registration_incorporation_date,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,primary_ssic_code,primary_ssic_description,primary_user_described_activity,secondary_ssic_code,secondary_ssic_description,secondary_user_described_activity,no_of_officers,former_entity_name1,former_entity_name2,former_entity_name3,former_entity_name4,former_entity_name5,former_entity_name6,former_entity_name7,former_entity_name8,former_entity_name9,former_entity_name10,former_entity_name11,former_entity_name12,former_entity_name13,former_entity_name14,former_entity_name15,uen_of_audit_firm1,name_of_audit_firm1,uen_of_audit_firm2,name_of_audit_firm2,uen_of_audit_firm3,name_of_audit_firm3,uen_of_audit_firm4,name_of_audit_firm4,uen_of_audit_firm5,name_of_audit_firm5
53007728X,ACRA,X.CEL ENGINEERING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2003-11-10,2003-11-10,LOCAL,12,GUAN SOON AVENUE,na,na,GUAN SOON TERRACE,489588,na,na,na,na,25929,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53008006X,ACRA,XPACER INFO-TECHNOLOGY,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,2003-11-13,2003-11-13,LOCAL,30,ALEXANDRA LANE,04,02,SKYLIGHT BUILDING,119982,na,na,na,na,62011,na,na,62011,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53008151B,ACRA,X'PEDITE EXPRESS SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2003-11-15,2003-11-15,LOCAL,803,TAMPINES AVENUE 4,03,71,TAMPINES POLYVIEW,520803,na,na,na,na,49231,FREIGHT TRANSPORT BY ROAD,na,na,FREIGHT TRANSPORT BY ROAD,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53008195D,ACRA,XING LONG LION DANCE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2003-11-17,2003-11-17,LOCAL,24B,HAMILTON ROAD,na,na,na,209194,na,na,na,na,93120,LION & DRAGON DANCE,na,na,LION & DRAGON DANCE,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53008278X,ACRA,XZIBIT CLOTHING,Sole Proprietorship/ Partnership,Partnership,na,na,Ceased Registration,2003-11-18,2003-11-18,LOCAL,14,SCOTTS ROAD,03,100,FAR EAST PLAZA,228213,na,na,na,na,47711,RETAIL TRADE OF CLOTHES AND ACCESSORIES,na,46412,RETAIL TRADE OF CLOTHES AND ACCESSORIES,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53008563A,ACRA,XIN HAI SOON FISH MERCHANT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,2003-11-21,2003-11-21,LOCAL,35,FISHERY PORT ROAD,01,ML16,NEW FISH MERCHANT BUILDING,619742,na,na,na,na,46302,na,na,46900,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53008573M,ACRA,XUELIN TUITION CENTRE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2003-11-21,2003-11-21,LOCAL,1,JALAN ANAK BUKIT,02,41,BUKIT TIMAH PLAZA,588996,na,na,na,na,85409,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53008873L,ACRA,XPATXPERIENCE,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,2003-11-27,2003-11-27,LOCAL,18,SUSSEX GARDEN,na,na,na,797922,na,na,na,na,84120,PROVIDE INFORMATION AND SERVICES TO EXPATRIATES,na,na,PROVIDE INFORMATION AND SERVICES TO EXPATRIATES,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53009077E,ACRA,XN INTERNATIONAL TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2003-12-01,2003-12-01,LOCAL,4,JALAN AMPAS,09,03,BALESTIER REGENCY,329505,na,na,na,na,46900,GENERAL TRADING,na,na,GENERAL TRADING,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53009090B,ACRA,XTREME MARKETING SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,2003-12-01,2003-12-01,LOCAL,145,PASIR RIS STREET 11,07,77,na,510145,na,na,na,na,46411,na,na,46461,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53009335M,ACRA,XPRESS IT SERVICE & CONSULTANCY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2003-12-04,2003-12-04,LOCAL,899C,WOODLANDS DRIVE 50,11,284,na,732899,na,na,na,na,62021,IT SERVICE & CONSULTANCY,na,na,IT SERVICE & CONSULTANCY,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53009684J,ACRA,XTRA TECHNOLOGY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2003-12-09,2003-12-09,LOCAL,100,LORONG 23 GEYLANG,01,02,D'CENTENNIAL,388398,na,na,na,na,47412,na,na,43210,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53009770B,ACRA,XIN WEI SCAFFOLDING CONTRACTOR,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2003-12-10,2003-12-10,LOCAL,46,WOODLANDS INDUSTRIAL PARK E7,na,na,WOODLANDS INDUSTRIAL PARK E,757820,na,na,na,na,43905,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53009910A,ACRA,XIANG YI TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2003-12-11,2003-12-11,LOCAL,132,BUKIT BATOK WEST AVENUE 6,01,302,na,650132,na,na,na,na,47102,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53010207B,ACRA,XMH,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2003-12-17,2003-12-17,LOCAL,8,TANJONG PAGAR PLAZA,05,105,na,080008,na,na,na,na,47711,"E COMMERCE - ONLINE STORE SELLING APPERALS LIKE T SHIRTS, BERMS, SHORTS ETC",na,na,"E COMMERCE - ONLINE STORE SELLING APPERALS LIKE T SHIRTS, BERMS, SHORTS ETC",na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53010273X,ACRA,X'PRESSION,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2003-12-17,2003-12-17,LOCAL,67,HILLCREST ROAD,na,na,HILLCREST PARK,288938,na,na,na,na,46415,"RETAIL AND WHOLESALE OF FASHION BAGS, FASHION ACCESSORIES",na,na,"RETAIL AND WHOLESALE OF FASHION BAGS, FASHION ACCESSORIES",na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53010382J,ACRA,XPORT TRADING SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2003-12-19,2003-12-19,LOCAL,156,JALAN TECK WHYE,17,59,na,680156,na,na,na,na,46900,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53010387K,ACRA,XIN YING INTERNATIONAL CONSULTANCY SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2003-12-19,2003-12-19,LOCAL,10,ANSON ROAD,23,11,INTERNATIONAL PLAZA,079903,na,na,na,na,70201,na,na,82999,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53010414L,ACRA,XIN CHENG TRADING ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2003-12-19,2003-12-19,LOCAL,390,TAMPINES AVENUE 7,11,203,na,520390,na,na,na,na,46900,TRADING OF GENERAL HOUSEHOLD PRODUCTS,na,na,TRADING OF GENERAL HOUSEHOLD PRODUCTS,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53010440K,ACRA,XING SHENG,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,2003-12-20,2003-12-20,LOCAL,10,ANSON ROAD,02,02,INTERNATIONAL PLAZA,079903,na,na,na,na,43210,na,na,43220,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53010452X,ACRA,X-TREME EMPIRE INTERNATIONAL,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2003-12-20,2003-12-20,LOCAL,10B,GREEN LANE,na,na,na,438912,na,na,na,na,93209,CONDUCT LESSONS AND COACHINGS FOR SPORTS RELATED ACTIVITIES,na,46900,CONDUCT LESSONS AND COACHINGS FOR SPORTS RELATED ACTIVITIES,na,1,X-TREME EMPIRE,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53010538A,ACRA,X'PRESS CONTAINER LINES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2003-12-22,2003-12-22,LOCAL,115,AIRPORT CARGO ROAD,07,18,CARGO AGENTS BUILDING C,819466,na,na,na,na,52241,na,na,52292,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53010584E,ACRA,XINGRUIYANG,Sole Proprietorship/ Partnership,Partnership,na,na,Ceased Registration,2003-12-23,2003-12-23,LOCAL,130,JURONG GATEWAY ROAD,01,211,na,600130,na,na,na,na,68104,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53010748A,ACRA,XB,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2003-12-26,2003-12-26,LOCAL,110,BUKIT BATOK WEST AVENUE 6,19,120,na,650110,na,na,na,na,46512,na,na,73100,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53010814C,ACRA,XIN ZI  INTERNATIONAL TRADE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2003-12-29,2003-12-29,LOCAL,10,ANSON ROAD,15,14,INTERNATIONAL PLAZA,079903,na,na,na,na,46900,na,na,85509,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53010882L,ACRA,XIN YU CAR RENTER,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2003-12-30,2003-12-30,LOCAL,5001,BEACH ROAD,06,45,na,199588,na,na,na,na,77109,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53010938K,ACRA,XINHU CICHLIDS AQUARIUM,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,2003-12-31,2003-12-31,LOCAL,128,ANG MO KIO AVENUE 3,01,1839,na,560128,na,na,na,na,46212,na,na,47745,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53014136A,ACRA,XS MINDS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2004-02-18,2004-02-18,LOCAL,7,IPOH LANE,na,na,BELLA CASITA,438610,na,na,na,na,70201,na,na,65123,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53010953X,ACRA,XCONNECT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2003-12-31,2003-12-31,LOCAL,456,CORPORATION ROAD,08,07,PARC VISTA,649813,na,na,na,na,47539,WEB SHOP SELLING ELECTRIC ACCESSORIES,na,na,WEB SHOP SELLING ELECTRIC ACCESSORIES,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53011376K,ACRA,XCESS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-01-07,2004-01-07,LOCAL,16,EWE BOON ROAD,01,11,PALM SPRING,259324,na,na,na,na,82999,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53011699E,ACRA,"XU, LEE & CHEW PARTNERSHIP",Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,2004-01-12,2004-01-12,LOCAL,10,ANSON ROAD,15,14,INTERNATIONAL PLAZA,079903,na,na,na,na,96099,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53012068B,ACRA,XB2,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-01-17,2004-01-17,LOCAL,336,WOODLANDS AVENUE 1,05,523,WOODLANDS VIBES,730336,na,na,na,na,47713,na,na,47711,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53012072X,ACRA,XILICONWORKS ELECTRONICS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2004-01-17,2004-01-17,LOCAL,10,ANSON ROAD,15,14,INTERNATIONAL PLAZA,079903,na,na,na,na,46522,TRADING IN ELECTRONIC COMPONENTS,na,46592,TRADING IN ELECTRONIC COMPONENTS,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53012147J,ACRA,XQUISITE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2004-01-19,2004-01-19,LOCAL,190,MIDDLE ROAD,19,05,FORTUNE CENTRE,188979,na,na,na,na,46900,na,na,32120,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53012200J,ACRA,X5.452,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2004-01-20,2004-01-20,LOCAL,37A,HONGKONG STREET,na,na,na,059676,na,na,na,na,82999,WRITER,na,47412,WRITER,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53012285E,ACRA,XCLUSIVE DESIGN CONSULTANCY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-01-24,2004-01-24,LOCAL,356,CLEMENTI AVENUE 2,13,281,na,120356,na,na,na,na,70201,CONSULTING ON VARIOUS ACTIVITIES,na,na,CONSULTING ON VARIOUS ACTIVITIES,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53012403C,ACRA,XIN FOOK HING TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-01-27,2004-01-27,LOCAL,712,JURONG WEST STREET 71,08,169,NANYANG SAPPHIRE,640712,na,na,na,na,47761,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53012431M,ACRA,XINHUA DELIVERY SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-01-27,2004-01-27,LOCAL,50,TELOK BLANGAH DRIVE,10,98,BLANGAH VIEW,100050,na,na,na,na,96099,"DELIVERY OF HAMPERS, FLOWERS, MEDICAL PRODUCT",na,na,"DELIVERY OF HAMPERS, FLOWERS, MEDICAL PRODUCT",na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53012435A,ACRA,XING GLOBAL,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),2004-01-27,2004-01-27,LOCAL,44,THE INGLEWOOD,na,na,THE INGLEWOOD,575073,na,na,na,na,70201,na,na,78104,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53012659A,ACRA,XINGXONG,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),2004-01-30,2004-01-30,LOCAL,8,LINCOLN ROAD,10,01,na,308363,na,na,na,na,47620,SOURCING SERVICE FOR OVERSEAS CD COLLECTORS,na,na,SOURCING SERVICE FOR OVERSEAS CD COLLECTORS,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53012686M,ACRA,XCEL CARTRIDGE SINGAPORE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2004-01-30,2004-01-30,LOCAL,82,MACPHERSON LANE,01,23,MACPHERSON VIEW,360082,na,na,na,na,46100,TRADING,na,46900,TRADING,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53012827J,ACRA,XING ZONG HE TECHNOLOGY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-02-03,2004-02-03,LOCAL,407,ANG MO KIO AVENUE 10,01,759,TECK GHEE SQUARE,560407,na,na,na,na,43210,na,na,95110,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53012895X,ACRA,XIN TRANSPORT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-02-04,2004-02-04,LOCAL,1557,KEPPEL ROAD,02,10A,na,089066,na,na,na,na,52292,TRANSPORTATION OF FREIGHT CONTAINERS AND GOODS,na,na,TRANSPORTATION OF FREIGHT CONTAINERS AND GOODS,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53013157M,ACRA,XIONG KEE FOOD ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-02-06,2004-02-06,LOCAL,137,TAMPINES STREET 11,01,29,na,521137,na,na,na,na,56140,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53013239K,ACRA,XIANG GUO ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-02-07,2004-02-07,LOCAL,53,UBI AVENUE 1,03,48,PAYA UBI INDUSTRIAL PARK,408934,na,na,na,na,43210,na,na,46900,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53013406C,ACRA,XING QUAN TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-02-10,2004-02-10,LOCAL,9,CHANGI SOUTH STREET 3,01,00,na,486361,na,na,na,na,46900,GENERAL  SERVICES,na,na,GENERAL  SERVICES,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53013645K,ACRA,XSPEED AUTO TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-02-12,2004-02-12,LOCAL,791,CHOA CHU KANG NORTH 6,09,256,na,680791,na,na,na,na,65123,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53013684L,ACRA,XTRONICS TECHNOLOGIES,Sole Proprietorship/ Partnership,Partnership,na,na,Ceased Registration,2004-02-13,2004-02-13,LOCAL,32,MAXWELL ROAD,03,13,MAXWELL CHAMBERS,069115,na,na,na,na,72102,RESEARCH & DESIGN STATE-OF-THE-ART DIGITAL CONSUMER ELECTRONICS PRODUCTS,na,46522,RESEARCH & DESIGN STATE-OF-THE-ART DIGITAL CONSUMER ELECTRONICS PRODUCTS,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53013704J,ACRA,XIN LIANG CONTRACTOR,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-02-13,2004-02-13,LOCAL,6001,BEACH ROAD,02,14,GOLDEN MILE TOWER,199589,na,na,na,na,41009,na,na,43301,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53013919K,ACRA,X2 CONSOLE ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-02-16,2004-02-16,LOCAL,1,PARK ROAD,02,K83,PEOPLE'S PARK COMPLEX,059108,na,na,na,na,47413,SELLING/BUYING OF ELECTRONIC GAMES LIKE PLAYSTATION/XBOX AND GAMES,na,na,SELLING/BUYING OF ELECTRONIC GAMES LIKE PLAYSTATION/XBOX AND GAMES,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53014344E,ACRA,XCALIBRE INTERNATIONAL,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-02-20,2004-02-20,LOCAL,149,ROCHOR ROAD,05,12,FU LU SHOU COMPLEX,188425,na,na,na,na,46100,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53014425E,ACRA,XENGEL MACHINERY SERVICE & TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-02-22,2004-02-22,LOCAL,40,BEO CRESCENT,09,02,THE BEO CRESCENT,160040,na,na,na,na,46541,SERVICING AND TRADING OF INDUSTRIAL MACHINERIES AND EQUIPMENTS.,na,na,SERVICING AND TRADING OF INDUSTRIAL MACHINERIES AND EQUIPMENTS.,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53014599E,ACRA,XCELLENCE ENGINEERING & TRADING SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-02-24,2004-02-24,LOCAL,16,AROOZOO AVENUE,na,na,na,539828,na,na,na,na,46522,na,na,43210,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53014674J,ACRA,XCEL PRODUCTIONS,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,2004-02-25,2004-02-25,LOCAL,52,KALLANG BAHRU,04,10,na,339335,na,na,na,na,93209,EVENT ORGANIZER,na,na,EVENT ORGANIZER,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53014942K,ACRA,XIAN JI CONGEE,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,2004-02-28,2004-02-28,LOCAL,246B,UPPER THOMSON ROAD,na,na,THOMSON GARDEN ESTATE,574370,na,na,na,na,46309,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53015073E,ACRA,XIANG TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-03-02,2004-03-02,LOCAL,627,SENJA ROAD,13,172,na,670627,na,na,na,na,81211,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53015074C,ACRA,X-GEN PERFORMANCE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-03-02,2004-03-02,LOCAL,152,VERDE VIEW,na,na,VILLA VERDE,688733,na,na,na,na,47314,na,na,46900,na,na,1,PICK PAY GO,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53015150B,ACRA,XXCLUSIVE XXPRESS,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,2004-03-02,2004-03-02,LOCAL,5001,BEACH ROAD,08,50,na,199588,na,na,na,na,56200,IT BASE FOOD CATERING,na,na,IT BASE FOOD CATERING,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53015210W,ACRA,XIN YUEN UNIVERSAL CONSULTANCY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-03-03,2004-03-03,LOCAL,809,FRENCH ROAD,07,168,KITCHENER COMPLEX,200809,na,na,na,na,82191,na,na,46900,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53015292D,ACRA,XIANG SHUN CONFECTIONERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-03-03,2004-03-03,LOCAL,292,YISHUN STREET 22,01,263,na,760292,na,na,na,na,10712,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53015505B,ACRA,XPOSE - EVENTS MANAGEMENT,Sole Proprietorship/ Partnership,Partnership,na,na,Ceased Registration,2004-03-05,2004-03-05,LOCAL,38A,BERWICK DRIVE,na,na,na,559948,na,na,na,na,82303,EVENTS MANAGEMENT,na,na,EVENTS MANAGEMENT,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53015506X,ACRA,X GENERATION DESIGN STUDIO,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-03-05,2004-03-05,LOCAL,14,SCOTTS ROAD,04,47,FAR EAST PLAZA,228213,na,na,na,na,47719,na,na,na,na,na,1,ALL IN 1,8 MILES,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53015570B,ACRA,X-ODUS,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,2004-03-06,2004-03-06,LOCAL,1,QUEENSWAY,03,01O&P,QUEENSWAY SHOPPING CENTRE/QUEENSWAY TOWER,149053,na,na,na,na,47640,COLLECTIBLE TOYS AND ACCESSORIES,na,na,COLLECTIBLE TOYS AND ACCESSORIES,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53015695D,ACRA,XCALIBRE MEDIA SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-03-08,2004-03-08,LOCAL,37,JALAN SEMPADAN,01,09,VILLA MARINA,457406,na,na,na,na,74901,na,na,96099,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53015909X,ACRA,XREF ENGINEERING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-03-11,2004-03-11,LOCAL,1,MACTAGGART ROAD,02,04,INVEST HO BUILDING,368089,na,na,na,na,71129,"M&E DRAFTING & DESIGN, INSTALLATION AND MAINTENANCE",na,na,"M&E DRAFTING & DESIGN, INSTALLATION AND MAINTENANCE",na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53016020W,ACRA,XIN XIN BEAUTY SALON AND HEALTHCARE CENTRE,Sole Proprietorship/ Partnership,Partnership,na,na,Ceased Registration,2004-03-12,2004-03-12,LOCAL,716,YISHUN STREET 71,01,262,na,760716,na,na,na,na,96022,na,na,96024,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
